uhhidfs,uhhidp,k1,k2,k3,k3_x,k4,k5,k51,k52,k53,k54,k55,k56,k57,k5_other,k6,k61,k62,k63,k64,k65,k66,k67,k68,k6_other,k7,k7_other
3043,2000629,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5 7 6,0,0,0,1,1,1,1,0,NA,5,NA
3044,2000630,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 6 7,0,0,1,0,1,1,1,0,NA,5,NA
3045,2000481,1,1,1,It helps them to be prepared,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 6 7,0,0,1,0,1,1,1,0,NA,5,NA
3046,2000619,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 6 7,0,0,1,0,1,1,1,0,NA,5,NA
3047,2000622,1,1,1,It helps them to make decisions,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6 5 7,0,0,1,0,1,1,1,0,NA,5,NA
3048,2000623,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 7,0,0,1,0,1,0,1,0,NA,5,NA
3049,2000620,1,1,1,It helps them to get prepared,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 6 7,0,0,1,0,1,1,1,0,NA,5,NA
3050,2000670,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6 7,0,0,1,0,0,1,1,0,NA,5,NA
3051,2000668,1,1,1,It helps them to be prepared,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 4 3,0,0,1,1,0,1,0,0,NA,5,NA
3052,2000244,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 7 6,0,0,1,0,1,1,1,0,NA,5,NA
3053,2000574,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,5,NA
3054,2000704,1,3,0,NA,1,1 6 5,1,0,0,0,1,1,0,NA,1 3 7,1,0,1,0,0,0,1,0,NA,3,NA
3055,2000376,1,2,0,NA,1,6 3,0,0,1,0,0,1,0,NA,1 4 7,1,0,0,1,0,0,1,0,NA,4,NA
3056,2000378,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 7 1,1,0,0,0,0,1,1,0,NA,5,NA
3057,2000379,1,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 7,1,0,0,0,0,1,1,0,NA,2,NA
3058,2000350,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 7,1,0,0,0,0,1,1,0,NA,4,NA
3059,2000351,1,1,1,Planting in time and storing food,1,6 4,0,0,0,1,0,1,0,NA,1 7,1,0,0,0,0,0,1,0,NA,2,NA
3060,2000352,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7 4,1,0,0,1,0,0,1,0,NA,4,NA
3061,2000353,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,4,NA
3062,2000426,1,1,0,NA,1,6 5,0,0,0,0,1,1,0,NA,1 7,1,0,0,0,0,0,1,0,NA,5,NA
3063,2000514,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7 6,1,0,0,0,0,1,1,0,NA,4,NA
3064,2000513,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 6,1,0,0,0,1,1,0,0,NA,3,NA
3065,2000427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 5,0,0,0,0,1,1,0,0,NA,2,NA
3066,2000377,1,1,1,Helps in proper planting time,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 7 6,1,0,1,1,0,1,1,0,NA,1,NA
3067,2000081,1,1,0,NA,1,6 5 1,1,0,0,0,1,1,0,NA,1 5 7,1,0,0,0,1,0,1,0,NA,2,NA
3068,2000084,1,1,1,Planting in time,1,1 6 5,1,0,0,0,1,1,0,NA,1 7 6,1,0,0,0,0,1,1,0,NA,3,NA
3069,2000080,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 6 7,1,0,0,0,1,1,1,0,NA,4,NA
3070,2000083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7 6,1,0,0,0,0,1,1,0,NA,4,NA
3071,2000082,1,1,0,NA,1,1 6 5,1,0,0,0,1,1,0,NA,1 3 7 6,1,0,1,0,0,1,1,0,NA,5,NA
3072,2000515,1,3,0,NA,1,5 6,0,0,0,0,1,1,0,NA,1 6 7,1,0,0,0,0,1,1,0,NA,2,NA
3073,2000517,1,2,1,Planting variety of crops,1,5 6 4,0,0,0,1,1,1,0,NA,1 6 7,1,0,0,0,0,1,1,0,NA,2,NA
3074,2000516,1,3,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 3,1,0,1,0,0,1,0,0,NA,2,NA
3075,2000679,1,2,0,NA,1,6 1,1,0,0,0,0,1,0,NA,1 7 3,1,0,1,0,0,0,1,0,NA,2,NA
3076,2000678,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7 3 6,1,0,1,0,0,1,1,0,NA,2,NA
3077,2000677,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7 6 5,1,0,0,0,1,1,1,0,NA,5,NA
3078,2000680,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7 5,1,0,0,0,1,0,1,0,NA,5,NA
3079,2000681,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 7,1,0,0,0,0,1,1,0,NA,2,NA
3080,2000518,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 3,1,0,1,0,0,1,0,0,NA,4,NA
3081,2000471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3,1,1,1,0,0,0,0,0,NA,0,NA
3082,2000511,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3,1,1,1,0,0,0,0,0,NA,0,NA
3083,2000512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3,1,1,1,0,0,0,0,0,NA,2,NA
3084,2000703,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 4,1,1,0,1,0,0,0,0,NA,2,NA
3085,2000705,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2,1,1,0,0,0,0,0,0,NA,0,NA
3086,2000422,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,2,NA
3087,1002391,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,1,NA
3088,1002162,1,1,1,for deciding when to plant crops,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 1 2 5 6,1,1,1,0,1,1,0,0,NA,3,NA
3089,1002359,1,1,1,for deciding when to plant crops,1,1 4,1,0,0,1,0,0,0,NA,1 3 4 5 7 6,1,0,1,1,1,1,1,0,NA,3,NA
3090,1001553,1,1,1,know how to protect crops incase too much rains and sunshine,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 3 1 5 4 6,1,1,1,1,1,1,0,0,NA,2,NA
3091,1002755,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 6 5,1,0,0,1,1,1,0,0,NA,0,NA
3092,1000686,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
3093,1002122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
3094,1002131,1,1,1,Helps to plan  on what to plant,1,6 5 4 1,1,0,0,1,1,1,0,NA,1 3 4 5 6 7,1,0,1,1,1,1,1,0,NA,4,NA
3095,1002132,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,2,NA
3096,1002120,1,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,2,NA
3097,3001995,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3 5 6,1,1,1,0,1,1,0,0,NA,3,NA
3098,3001996,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 4 6,1,1,0,1,0,1,0,0,NA,3,NA
3099,3001997,1,3,0,NA,1,1 3 4 5 6 2,1,1,1,1,1,1,0,NA,1 2 3 5 6,1,1,1,0,1,1,0,0,NA,3,NA
3100,3001832,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
3101,3001978,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,0,NA
3102,3001977,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,0,NA
3103,3001979,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
3104,3001974,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
3105,3001975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
3106,3001862,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,3,NA
3107,3001835,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,3,NA
3108,3001922,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,3,NA
3109,3001864,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,2,NA
3110,3001746,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 5,1,1,0,0,1,0,0,0,NA,2,NA
3111,3001898,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 5 6,1,1,0,0,1,1,0,0,NA,2,NA
3112,3001992,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,None because it is important for those who carry out agriculture,5,NA
3113,3001993,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 5 1,1,0,0,0,1,1,0,0,NA,5,NA
3114,3001880,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,3,NA
3115,3001998,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,3,NA
3116,3001885,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,5,NA
3118,3000017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,3,NA
3119,3001955,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,3,NA
3121,3001934,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 7,1,0,0,0,0,1,1,0,NA,3,NA
3122,3000525,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
3123,1002878,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5 3,0,0,1,1,1,0,0,0,NA,2,NA
3124,1002877,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 3,0,0,1,0,0,1,0,0,NA,3,NA
3126,1002240,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,2,NA
3127,1002859,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,2,NA
3129,3002331,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
3130,3001512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
3131,3001511,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
3132,3002512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
3133,3000999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,5,NA
3134,3001000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,NA,5,NA
3135,3002515,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,5,NA
3136,3000993,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,5,NA
3137,2000610,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,5,NA
3138,3001001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,5,NA
3139,1002860,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 3 5,0,0,1,1,1,0,0,0,NA,5,NA
3140,1002861,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5,0,0,1,1,1,0,0,0,NA,5,NA
3141,1002862,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 3 5,0,0,1,1,1,0,0,0,NA,5,NA
3142,1002863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5,0,0,1,1,1,0,0,0,NA,5,NA
3143,3001564,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4,0,0,1,1,0,0,0,0,NA,4,NA
3144,3001562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5,0,0,0,1,1,0,0,0,NA,3,NA
3145,3002511,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 6,0,0,1,1,0,1,0,0,NA,5,NA
3146,3001193,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4,0,0,1,1,0,0,0,0,NA,4,NA
3147,2000371,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5,0,0,0,1,1,0,0,0,NA,5,NA
3148,3002022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,2,NA
3149,3002019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,2,NA
3150,3002018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,NA,2,NA
3151,3001328,1,1,1,It determines the amount of rainfall,1,3,0,0,1,0,0,0,0,NA,1 4,1,0,0,1,0,0,0,0,NA,2,NA
3152,3001332,1,2,1,It forecasts the future climate and weather changes.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6 1,1,0,0,0,1,1,0,0,NA,2,NA
3153,3001333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,2,NA
3154,3001331,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,2,NA
3155,1002135,1,1,1,For deciding when to plant crops,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 2 4 6,1,1,1,1,0,1,0,0,NA,3,NA
3156,1003007,1,1,1,For knowing when to plant crops,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3 4 6,1,1,1,1,0,1,0,0,NA,3,NA
3157,3001563,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5,0,0,1,1,1,0,0,0,NA,4,NA
3158,1002977,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 6,1,0,0,0,1,1,0,0,NA,6,NA
3159,1002978,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,3,NA
3160,1003001,1,1,0,NA,1,6 1,1,0,0,0,0,1,0,NA,1 6 5,1,0,0,0,1,1,0,0,NA,5,NA
3161,1003002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,5,NA
3162,1001316,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 7,1,0,0,0,0,1,1,0,NA,2,NA
3163,1001326,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 7,0,0,1,0,0,0,1,0,NA,2,NA
3164,3001323,1,1,1,Helps in making planting decisons about planting,1,4,0,0,0,1,0,0,0,NA,6,0,0,0,0,0,1,0,0,NA,2,NA
3165,3001324,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,0,NA
3166,3001325,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,0,NA
3167,3001234,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,2,NA
3168,3001322,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,0,NA
3169,3001236,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 1,1,0,0,0,0,1,0,0,NA,2,NA
3170,3002138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,2,NA
3171,3002139,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
3172,3002140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
3173,3002041,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
3174,3002040,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
3175,3002688,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
3176,3002687,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
3177,3002689,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,3,NA
3178,3002696,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
3179,3000575,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
3180,3001182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,0,NA
3181,3000578,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,2,NA
3182,3000580,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,2,NA
3183,3000579,1,1,1,Helps in knowing the rightful planting time,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
3184,3002826,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
3185,3002827,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,2,NA
3186,3002868,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
3187,3002719,1,1,1,Sometimes they say somethings that are right and we make important planting decisions,1,4,0,0,0,1,0,0,0,NA,6,0,0,0,0,0,1,0,0,NA,2,NA
3188,3001180,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,5,NA
3189,3001181,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
3190,3002668,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,3,NA
3191,3002047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
3192,3002225,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
3193,3000055,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 6,1,0,0,1,0,1,0,0,NA,5,NA
3194,3001239,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,5,NA
3195,3001240,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5,0,1,0,0,1,0,0,0,NA,5,NA
3196,3001242,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
3197,3001243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,5,NA
3198,3001244,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 3,1,0,1,0,1,0,0,0,NA,5,NA
3199,3001245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,5,NA
3200,3001241,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4,1,0,1,1,0,0,0,0,NA,5,NA
3201,3000576,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 6,1,0,1,0,0,1,0,0,NA,5,NA
3202,3000335,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6,0,0,1,0,0,1,0,0,NA,5,NA
3203,1001057,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,4,NA
3204,3000116,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
3205,3000061,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,5,NA
3206,3002027,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 3 5,0,0,1,1,1,0,0,0,NA,5,NA
3207,3001673,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
3208,3002028,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
3209,3002031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,5,NA
3210,3001675,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
3211,3002026,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 5,0,0,0,0,1,1,0,0,NA,5,NA
3212,3001436,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6,0,0,1,0,0,1,0,0,NA,5,NA
3213,3001440,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,3,NA
3214,3001257,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,3,NA
3215,3001254,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,3,NA
3216,3002007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5,0,0,1,0,1,0,0,0,NA,5,NA
3217,3002008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
3218,3002163,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5,0,0,1,0,1,0,0,0,NA,5,NA
3219,3002164,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,6,NA
3220,3002165,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
3221,3002162,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5,0,1,0,0,1,0,0,0,NA,4,NA
3222,3002794,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 6,0,0,0,1,0,1,0,0,NA,5,NA
3223,1001303,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 6,1,0,0,0,1,1,0,0,NA,1,NA
3224,1001302,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 6 5,1,0,0,1,1,1,0,0,NA,2,NA
3225,1001325,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 3 2 1 5 6 7,1,1,1,1,1,1,1,0,NA,1,NA
3226,1002730,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 6 4,0,0,1,1,1,1,0,0,NA,3,NA
3227,1002744,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5 6,0,0,1,1,1,1,0,0,NA,1,NA
